# Weather station Paderborn / Lippstadt (airport), Germany, METAR=EDLP,selection from 23.01.2019 till 23.11.2019, all days
# Encoding: ANSI
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=EDLP&lang=en
#
"Local time in Paderborn / Lippstadt (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"29.08.2019 09:50";"21.0";"745.6";"764.3";"78";"Wind blowing from the south-southwest";"2";"";"";"";"Few clouds (10-30%) 390 m";"10.0 and more";"17.0";
"29.08.2019 09:20";"20.0";"745.6";"764.3";"83";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"29.08.2019 08:50";"19.0";"744.7";"763.5";"83";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 870 m";"10.0 and more";"16.0";
"29.08.2019 08:20";"18.0";"744.7";"763.5";"94";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 600 m";"8.0";"17.0";
"29.08.2019 07:50";"19.0";"744.7";"763.5";"83";"Wind blowing from the west-southwest";"3";"";"Light shower(s), rain";"";"Few clouds (10-30%) 570 m, scattered clouds (40-50%) 1260 m, cumulonimbus clouds";"3.5";"16.0";
"29.08.2019 07:20";"19.0";"744.7";"763.5";"83";"Wind blowing from the west-northwest";"2";"";"In the vicinity thunderstorm";"";"Few clouds (10-30%) 420 m, scattered clouds (40-50%) 1620 m, cumulonimbus clouds";"7.0";"16.0";
"29.08.2019 06:50";"19.0";"744.7";"763.5";"83";"Wind blowing from the west";"3";"";"";"";"Few clouds (10-30%) 450 m";"9.0";"16.0";
"29.08.2019 06:20";"19.0";"744.7";"763.5";"83";"Wind blowing from the west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"29.08.2019 05:50";"19.0";"744.0";"762.8";"78";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"29.08.2019 05:20";"20.0";"743.3";"762.0";"73";"Wind blowing from the west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"29.08.2019 04:50";"18.0";"742.4";"761.2";"78";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"29.08.2019 04:20";"18.0";"742.4";"761.2";"83";"variable wind direction";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"29.08.2019 03:50";"18.0";"742.4";"761.2";"83";"Wind blowing from the south-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"29.08.2019 03:20";"18.0";"742.4";"761.2";"83";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"29.08.2019 02:50";"18.0";"742.4";"761.2";"83";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"29.08.2019 02:20";"19.0";"742.5";"761.2";"83";"variable wind direction";"3";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"29.08.2019 01:50";"19.0";"742.5";"761.2";"83";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"29.08.2019 01:20";"19.0";"743.3";"762.0";"83";"Wind blowing from the south-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"29.08.2019 00:50";"20.0";"743.3";"762.0";"78";"variable wind direction";"3";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"29.08.2019 00:20";"20.0";"743.3";"762.0";"78";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"28.08.2019 23:50";"21.0";"743.4";"762.0";"73";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"28.08.2019 23:20";"22.0";"743.4";"762.0";"69";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"28.08.2019 22:50";"21.0";"743.4";"762.0";"73";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"28.08.2019 22:20";"21.0";"743.4";"762.0";"73";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"28.08.2019 21:50";"22.0";"742.7";"761.2";"69";"Wind blowing from the south-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"28.08.2019 21:20";"23.0";"742.7";"761.2";"65";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"28.08.2019 20:50";"22.0";"742.7";"761.2";"69";"Wind blowing from the south-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"28.08.2019 20:20";"21.0";"742.6";"761.2";"73";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"28.08.2019 19:50";"22.0";"742.7";"761.2";"65";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"28.08.2019 19:20";"23.0";"742.0";"760.5";"61";"Wind blowing from the south-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"28.08.2019 18:50";"28.0";"742.3";"760.5";"45";"Wind blowing from the west";"3";"";"In the vicinity thunderstorm";"";"Scattered clouds (40-50%) 2160 m, cumulonimbus clouds";"10.0 and more";"15.0";
"28.08.2019 18:20";"29.0";"742.4";"760.5";"40";"Wind blowing from the west";"3";"";"In the vicinity shower(s)";"";"Few clouds (10-30%) 2160 m, cumulus congestus of great vertical extent";"10.0 and more";"14.0";
"28.08.2019 17:50";"28.0";"742.3";"760.5";"40";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"28.08.2019 17:20";"28.0";"742.3";"760.5";"37";"Wind blowing from the east";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"28.08.2019 16:50";"29.0";"742.4";"760.5";"33";"Wind blowing from the south-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"28.08.2019 16:20";"29.0";"742.4";"760.5";"31";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"28.08.2019 15:50";"27.0";"742.3";"760.5";"37";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"28.08.2019 15:20";"28.0";"742.3";"760.5";"37";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"28.08.2019 14:50";"25.0";"742.2";"760.5";"54";"Wind blowing from the south";"3";"";"In the vicinity thunderstorm";"Thunderstorm";"Few clouds (10-30%) 1020 m, cumulonimbus clouds";"10.0 and more";"15.0";
"28.08.2019 14:20";"26.0";"742.2";"760.5";"48";"variable wind direction";"3";"";"Light thunderstorm, rain";"";"Few clouds (10-30%) 1680 m, cumulonimbus clouds";"10.0 and more";"14.0";
"28.08.2019 13:50";"30.0";"742.5";"760.5";"31";"variable wind direction";"2";"";"In the vicinity thunderstorm";"";"No Significant Clouds";"10.0 and more";"11.0";
"28.08.2019 13:20";"31.0";"742.5";"760.5";"29";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"28.08.2019 12:50";"30.0";"742.5";"760.5";"33";"Wind blowing from the west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"28.08.2019 12:20";"31.0";"742.5";"760.5";"29";"Wind blowing from the south-west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"28.08.2019 11:50";"31.0";"742.5";"760.5";"31";"Wind blowing from the south-west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"28.08.2019 11:20";"29.0";"742.4";"760.5";"35";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"28.08.2019 10:50";"29.0";"742.4";"760.5";"37";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"28.08.2019 10:20";"29.0";"742.4";"760.5";"43";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"28.08.2019 09:50";"29.0";"742.4";"760.5";"40";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"28.08.2019 09:20";"28.0";"742.3";"760.5";"42";"Wind blowing from the south-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"28.08.2019 08:50";"28.0";"742.3";"760.5";"42";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"28.08.2019 08:20";"25.0";"742.2";"760.5";"54";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"28.08.2019 07:50";"24.0";"742.1";"760.5";"57";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"28.08.2019 07:20";"24.0";"742.1";"760.5";"57";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"28.08.2019 06:50";"24.0";"742.1";"760.5";"57";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"28.08.2019 06:20";"24.0";"742.1";"760.5";"57";"Wind blowing from the south-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"28.08.2019 05:50";"22.0";"742.0";"760.5";"69";"Wind blowing from the south-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"28.08.2019 05:20";"20.0";"741.9";"760.5";"73";"Wind blowing from the east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"28.08.2019 04:50";"20.0";"741.9";"760.5";"73";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"28.08.2019 04:20";"24.0";"742.1";"760.5";"57";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"28.08.2019 03:50";"24.0";"742.1";"760.5";"57";"Wind blowing from the south-southeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"28.08.2019 03:20";"24.0";"742.1";"760.5";"61";"Wind blowing from the south-southeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"28.08.2019 02:50";"21.0";"741.9";"760.5";"73";"Wind blowing from the south-southeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"28.08.2019 02:20";"24.0";"742.1";"760.5";"61";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"28.08.2019 01:50";"24.0";"742.1";"760.5";"61";"Wind blowing from the south-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"28.08.2019 01:20";"23.0";"742.0";"760.5";"65";"Wind blowing from the east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"28.08.2019 00:50";"22.0";"742.7";"761.2";"69";"Wind blowing from the east-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"28.08.2019 00:20";"22.0";"742.7";"761.2";"69";"Wind blowing from the south-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"27.08.2019 23:50";"24.0";"742.8";"761.2";"61";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"27.08.2019 23:20";"24.0";"742.8";"761.2";"61";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"27.08.2019 22:50";"23.0";"742.7";"761.2";"65";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"27.08.2019 22:20";"24.0";"742.8";"761.2";"57";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"27.08.2019 21:50";"24.0";"742.8";"761.2";"57";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"27.08.2019 21:20";"24.0";"742.8";"761.2";"57";"Wind blowing from the south";"2";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"27.08.2019 20:50";"24.0";"742.8";"761.2";"57";"Wind blowing from the east-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"27.08.2019 20:20";"25.0";"742.8";"761.2";"54";"Wind blowing from the east-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"27.08.2019 19:50";"25.0";"742.8";"761.2";"51";"Wind blowing from the south-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"27.08.2019 19:20";"24.0";"742.8";"761.2";"57";"Wind blowing from the south-east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"27.08.2019 18:50";"25.0";"742.8";"761.2";"54";"Wind blowing from the east-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"27.08.2019 18:20";"25.0";"742.8";"761.2";"51";"Wind blowing from the south-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"27.08.2019 17:50";"24.0";"742.8";"761.2";"54";"Wind blowing from the south-east";"5";"";"";"Thunderstorm";"No Significant Clouds";"10.0 and more";"14.0";
"27.08.2019 17:20";"27.0";"743.0";"761.2";"48";"Wind blowing from the south-southeast";"5";"";"Light thunderstorm, rain";"";"Scattered clouds (40-50%) 1800 m, cumulonimbus clouds";"10.0 and more";"15.0";
"27.08.2019 16:50";"27.0";"743.0";"761.2";"48";"Wind blowing from the south";"5";"";"Light thunderstorm, rain";"";"Scattered clouds (40-50%) 2250 m, cumulonimbus clouds";"10.0 and more";"15.0";
"27.08.2019 16:20";"28.0";"743.0";"761.2";"42";"variable wind direction";"2";"";"In the vicinity thunderstorm";"";"Scattered clouds (40-50%) 2250 m, cumulus congestus of great vertical extent";"10.0 and more";"14.0";
"27.08.2019 15:50";"28.0";"743.0";"761.2";"45";"Wind blowing from the south-southwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"27.08.2019 15:20";"28.0";"743.0";"761.2";"42";"Wind blowing from the south-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"27.08.2019 14:50";"29.0";"743.1";"761.2";"37";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"27.08.2019 14:20";"30.0";"743.1";"761.2";"35";"Wind blowing from the south-east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"27.08.2019 13:50";"31.0";"744.0";"762.0";"33";"variable wind direction";"4";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"27.08.2019 13:20";"31.0";"744.0";"762.0";"33";"Wind blowing from the east-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"27.08.2019 12:50";"32.0";"744.0";"762.0";"31";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"27.08.2019 12:20";"31.0";"744.0";"762.0";"35";"Wind blowing from the south-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"27.08.2019 11:50";"31.0";"744.8";"762.8";"35";"Wind blowing from the south-east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"27.08.2019 11:20";"30.0";"744.7";"762.8";"40";"Wind blowing from the south-east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"27.08.2019 10:50";"29.0";"744.7";"762.8";"43";"Wind blowing from the south-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"27.08.2019 10:20";"29.0";"744.7";"762.8";"43";"Wind blowing from the east-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"27.08.2019 09:50";"29.0";"744.7";"762.8";"45";"Wind blowing from the east-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"27.08.2019 09:20";"28.0";"744.6";"762.8";"45";"Wind blowing from the south-east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"27.08.2019 08:50";"26.0";"744.5";"762.8";"51";"Wind blowing from the south-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"27.08.2019 08:20";"24.0";"744.3";"762.8";"61";"Wind blowing from the east-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"27.08.2019 07:50";"24.0";"744.3";"762.8";"57";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"27.08.2019 07:20";"23.0";"744.3";"762.8";"61";"Wind blowing from the south-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"27.08.2019 06:50";"22.0";"744.2";"762.8";"65";"Wind blowing from the south-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"27.08.2019 06:20";"20.0";"744.1";"762.8";"69";"Wind blowing from the south-east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"27.08.2019 05:50";"18.0";"744.0";"762.8";"78";"Wind blowing from the south-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"27.08.2019 05:20";"19.0";"744.0";"762.8";"73";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"27.08.2019 04:50";"20.0";"744.1";"762.8";"69";"Wind blowing from the south-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"27.08.2019 04:20";"21.0";"744.2";"762.8";"64";"Wind blowing from the south-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"27.08.2019 03:50";"21.0";"744.2";"762.8";"64";"Wind blowing from the south-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"27.08.2019 03:20";"22.0";"744.2";"762.8";"61";"Wind blowing from the south-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"27.08.2019 02:50";"21.0";"744.2";"762.8";"64";"Wind blowing from the south-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"27.08.2019 02:20";"20.0";"744.1";"762.8";"69";"Wind blowing from the south-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"27.08.2019 01:50";"21.0";"744.2";"762.8";"64";"Wind blowing from the south-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"27.08.2019 01:20";"22.0";"744.2";"762.8";"61";"Wind blowing from the south-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"27.08.2019 00:50";"23.0";"744.3";"762.8";"57";"Wind blowing from the south-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"27.08.2019 00:20";"22.0";"744.2";"762.8";"61";"Wind blowing from the south-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"26.08.2019 23:50";"23.0";"745.0";"763.5";"57";"Wind blowing from the south-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"26.08.2019 23:20";"23.0";"745.0";"763.5";"57";"Wind blowing from the south-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"26.08.2019 22:50";"23.0";"745.0";"763.5";"57";"Wind blowing from the south-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"26.08.2019 22:20";"23.0";"745.0";"763.5";"57";"Wind blowing from the south-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"26.08.2019 21:50";"24.0";"745.0";"763.5";"54";"Wind blowing from the east-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"26.08.2019 21:20";"25.0";"745.1";"763.5";"51";"Wind blowing from the east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"26.08.2019 20:50";"25.0";"744.4";"762.8";"51";"Wind blowing from the east-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"26.08.2019 20:20";"26.0";"744.5";"762.8";"48";"Wind blowing from the east-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"26.08.2019 19:50";"27.0";"744.5";"762.8";"45";"Wind blowing from the east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"26.08.2019 19:20";"27.0";"744.5";"762.8";"45";"Wind blowing from the east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"26.08.2019 18:50";"29.0";"744.7";"762.8";"40";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"26.08.2019 18:20";"30.0";"744.7";"762.8";"35";"Wind blowing from the east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"26.08.2019 17:50";"31.0";"744.8";"762.8";"33";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"26.08.2019 17:20";"32.0";"744.8";"762.8";"29";"Wind blowing from the east-northeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"26.08.2019 16:50";"32.0";"744.8";"762.8";"27";"Wind blowing from the east-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"26.08.2019 16:20";"32.0";"744.8";"762.8";"29";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"26.08.2019 15:50";"32.0";"744.8";"762.8";"29";"Wind blowing from the east-northeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"26.08.2019 15:20";"32.0";"745.5";"763.5";"27";"Wind blowing from the south-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"26.08.2019 14:50";"32.0";"745.5";"763.5";"29";"Wind blowing from the south-east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
